Word,cgram,freqfilms2,islem,puorth
salez,VER,0.11,0,0
salie,VER,2.12,0,0
salin,ADJ,0.01,1,5
salir,VER,6.81,1,5
salis,VER,2.59,0,0
salit,VER,1.1,0,0
salle,NOM,111.1,1,4
salon,NOM,37.06,1,5
salop,NOM,0.73,1,5
salsa,NOM,1.43,1,5
salto,NOM,0.08,1,5
salua,VER,0.48,0,0
salue,VER,17.53,0,0
salut,NOM,277.35,1,5
salut,ONO,203.1,1,5
salué,VER,2.36,0,0
salve,NOM,1.29,1,5
salée,VER,0.9,0,0
salée,ADJ,2.3,0,0
salés,VER,0.02,0,0
salés,ADJ,0.49,0,0
salés,NOM,0.02,0,0
samba,NOM,2.91,1,5
sambo,NOM,0.2,1,5
sammy,NOM,0.13,1,4
sanas,NOM,0,0,0
sangs,NOM,0.45,0,0
sanie,NOM,0,1,5
santé,NOM,88.58,1,5
saoul,ADJ,7.81,1,5
saper,VER,1.13,1,5
sapes,NOM,0.48,0,0
sapes,VER,0.22,0,0
sapez,VER,0.08,0,0
sapin,NOM,5.95,1,5
sapée,VER,0.2,0,0
sapés,VER,0.1,0,0
saque,VER,0.03,0,0
saqué,VER,0.2,0,0
sarde,ADJ,0.31,1,5
sarde,NOM,0.2,1,5
sarin,ADJ,0.25,1,5
saris,NOM,0.26,0,0
sasse,VER,0.14,0,0
satan,NOM,0.42,1,5
satin,NOM,2.65,1,5
sauce,NOM,18.33,1,5
sauce,VER,0.61,0,5
saufs,ADJ,2.38,0,0
sauge,NOM,0.81,1,5
saule,NOM,1.27,1,5
sauna,NOM,3.45,1,5
saura,NOM,0.02,1,5
saura,VER,34.23,0,5
sauri,VER,0.01,0,0
saurs,ADJ,0.01,0,0
sauta,VER,0.84,0,0
saute,NOM,13.6,1,5
saute,VER,22.66,0,5
sauts,NOM,1.23,0,0
sauté,VER,18.77,0,5
sauté,ADJ,0.26,1,5
sauté,NOM,0.35,1,5
sauva,VER,0.61,0,0
sauve,ADJ,1.24,0,5
sauve,NOM,0.01,1,5
sauve,VER,24.34,0,5
sauvé,VER,61.62,0,0
sauça,VER,0,0,0
savez,VER,407.94,0,0
savon,NOM,15.65,1,5
saxes,NOM,0,0,0
saxon,ADJ,0.19,1,5
saxon,NOM,0.01,1,5
saxos,NOM,0.01,0,0
sayon,NOM,0,1,4
sbire,NOM,0.43,1,2
scalp,NOM,1.02,1,5
scare,NOM,0.06,1,5
scato,ADJ,0.04,1,5
sceau,NOM,3.54,1,4
schah,NOM,0.02,1,5
scier,VER,1.12,1,5
scies,NOM,0.15,0,0
scies,VER,0.28,0,0
sciez,VER,0.12,0,0
scion,NOM,0.27,1,4
sciée,VER,0.45,0,0
sciés,VER,0.5,0,0
scone,NOM,0.11,1,5
scoop,NOM,5.12,1,5
scope,NOM,0.36,1,5
score,NOM,5.29,1,5
scout,ADJ,1.63,1,5
scout,NOM,1.21,1,5
scrub,NOM,0.07,1,5
scène,NOM,96.66,1,5
seaux,NOM,2,0,0
secco,NOM,0,1,5
secte,NOM,4.15,1,5
sedan,NOM,0.04,1,4
seine,NOM,0.14,1,5
seing,NOM,0.01,1,5
seins,NOM,27.97,0,0
seize,ADJ:num,7.71,1,5
selfs,NOM,0,0,0
selle,NOM,8.9,1,5
selle,VER,0.49,0,5
sellé,VER,0.28,0,0
selon,PRE,81.4,1,4
seltz,NOM,0.17,1,4
selva,NOM,0.44,1,4
semer,VER,6.09,1,5
semez,VER,0.46,0,0
semis,NOM,0.04,1,5
semât,VER,0,0,0
semée,VER,0.4,0,0
semée,ADJ,0.01,0,0
semés,VER,1.44,0,0
semés,ADJ,0.02,0,0
senne,NOM,0,0,0
sensé,ADJ,6.47,1,5
sente,NOM,0.07,1,5
sente,VER,4.89,0,5
senti,ADJ,0.65,1,5
senti,NOM,0.7,1,5
senti,VER,34.33,0,5
serai,AUX,28.15,0,0
serai,VER,140.69,0,0
seras,AUX,25.57,0,0
seras,VER,81.58,0,0
serbe,ADJ,2.44,1,5
serbe,NOM,0.54,1,5
serez,AUX,26.65,0,0
serez,VER,52.41,0,0
serfs,ADJ,0.21,0,0
serfs,NOM,0.33,0,0
serge,NOM,1.1,1,5
sergé,NOM,0,1,5
serin,NOM,0.05,1,5
serpe,NOM,0.01,1,5
serra,NOM,0.82,1,5
serra,VER,0.58,0,5
serre,NOM,3.79,1,5
serre,VER,11.84,0,5
serré,VER,7.12,0,5
serré,ADJ,7.31,1,5
serti,NOM,0.02,1,5
serti,VER,0.19,0,5
serve,ADJ,0.14,1,5
serve,NOM,0.01,1,5
serve,VER,5.83,0,5
servi,ADJ,2.03,1,5
servi,VER,36.58,0,5
seuil,NOM,5.45,1,4
seule,ADJ,349.74,0,0
seule,NOM,31.04,0,0
seuls,ADJ,63.29,0,0
seuls,NOM,9.21,0,0
sevré,VER,0.07,0,0
sexes,NOM,1.65,0,0
sexto,ADV,0.01,1,5
sexué,ADJ,0,1,5
señor,NOM,9.75,1,3
shahs,NOM,0,0,0
shako,NOM,0.01,1,5
shale,NOM,0.17,1,4
shift,ADJ,0.19,1,4
shoot,NOM,1.21,1,5
short,NOM,3.79,1,4
shows,NOM,0,0,0
shunt,NOM,0.16,1,5
shéol,NOM,0,1,4
sicle,NOM,0.02,1,4
sidas,NOM,0,0,0
sidis,NOM,0,0,0
siens,ADJ:pos,0.17,1,5
siens,PRO:pos,7.54,1,5
sieur,NOM,7.66,1,4
sigle,NOM,0.56,1,4
signa,VER,0.29,0,0
signe,NOM,67.74,1,5
signe,VER,15.28,0,5
signé,VER,24.19,0,5
signé,ADJ,3.88,1,5
sikhs,NOM,0.14,0,0
silex,NOM,0.33,1,5
silos,NOM,0.56,0,0
singe,NOM,21.59,1,5
singe,VER,0.2,0,5
singé,VER,0,0,0
sinon,ADV,0.11,1,5
sinon,CON,164.85,1,5
sinue,VER,0,0,0
sinus,NOM,1.3,1,5
sinué,VER,0,0,0
sioux,ADJ,0.36,1,4
sioux,NOM,0.07,1,4
sires,NOM,0,0,0
sirop,NOM,5.7,1,5
sisal,NOM,0.03,1,4
sises,ADJ,0,0,0
sitar,NOM,0.16,1,5
sites,NOM,3.26,0,0
situa,VER,0,0,0
situe,VER,2.34,0,0
situé,VER,2.7,0,5
situé,ADJ,0.41,1,5
sitôt,ADV,3.59,1,4
sixte,NOM,0.02,1,5
siège,NOM,23.69,1,4
siège,VER,1.08,0,4
siégé,VER,0.13,0,0
siéra,VER,0.05,0,0
skaal,ONO,0,1,4
skate,NOM,2.14,1,5
skeet,NOM,0.02,1,4
skier,VER,2.52,1,5
skies,VER,0.22,0,0
skiez,VER,0.05,0,0
skiff,NOM,0.14,1,4
skins,NOM,0.48,0,0
slang,NOM,0,1,4
slash,NOM,0.07,1,4
slave,ADJ,0.19,1,5
slave,NOM,0.01,1,5
slice,NOM,0.19,1,4
slips,NOM,2.06,0,0
sloop,NOM,0.06,1,4
slows,NOM,0,0,0
slush,NOM,0.01,1,4
smack,NOM,0.14,1,4
smala,NOM,0.2,1,5
smart,ADJ,0.2,1,5
smash,NOM,0.4,1,5
smurf,NOM,0.03,1,3
snack,NOM,1.06,1,5
sniff,ONO,0.12,1,5
snipe,NOM,0.07,1,5
snobe,VER,0.1,0,0
snobs,ADJ,0.14,0,0
snobs,NOM,0.39,0,0
snobé,VER,0.23,0,0
sobre,ADJ,5.8,1,5
socio,ADV,0.09,1,5
socio,NOM,0.01,1,5
socle,NOM,0.7,1,4
sodas,NOM,1.11,0,0
soeur,NOM,155.22,1,5
sofas,NOM,0.33,0,0
soies,NOM,0.42,0,0
soifs,NOM,0.54,0,0
soins,NOM,17.55,0,0
soirs,NOM,19.86,0,0
solda,VER,0.01,0,0
solde,NOM,5.09,1,5
solde,VER,0.28,0,5
soldé,VER,0.28,0,0
solen,NOM,0.03,1,5
soles,NOM,0.06,0,0
solex,NOM,0.25,1,5
solos,NOM,0.41,0,0
somma,VER,0,0,0
somme,NOM,28.27,1,5
somme,VER,2.01,0,5
sommé,VER,0.14,0,0
somno,NOM,0,1,5
sonar,NOM,1.54,1,5
sonda,VER,0,0,0
sonde,NOM,5.3,1,5
sonde,VER,0.55,0,5
sondé,VER,0.46,0,5
sondé,ADJ,0.01,1,5
sondé,NOM,0.04,1,5
songe,NOM,3.81,1,5
songe,VER,4.28,0,5
songé,VER,4.69,0,0
sonna,VER,0.67,0,0
sonne,VER,31.69,0,0
sonné,VER,16.04,0,5
sonné,ADJ,0.5,1,5
sonos,NOM,0.05,0,0
sopha,NOM,0,1,5
sopor,NOM,0,1,5
sorte,NOM,98.33,1,5
sorte,VER,18.3,0,5
sorti,VER,81.08,0,0
sorts,NOM,1.88,0,0
sosie,NOM,1.54,1,4
sotie,NOM,0,1,4
sotte,ADJ,2.73,0,0
sotte,NOM,1.96,0,0
souci,NOM,26.73,1,5
soude,NOM,0.88,1,5
soude,VER,0.15,0,5
soudé,VER,0.57,0,5
soudé,ADJ,0.11,1,5
soufi,ADJ,0.02,1,5
souks,NOM,0,0,0
soule,ADJ,0.3,1,5
soule,NOM,0.03,1,5
soupa,VER,0,0,0
soupe,NOM,31.72,1,5
soupe,VER,0.42,0,5
soupé,VER,1.73,0,0
sourd,ADJ,16.96,1,5
sourd,NOM,1.64,1,5
sourd,VER,0.13,0,5
souri,VER,3.19,0,0
soute,NOM,2.33,1,5
soyez,AUX,24.16,0,0
soyez,VER,102.17,0,0
soûle,ADJ,1.96,0,0
soûle,VER,1.28,0,0
soûls,ADJ,0.78,0,0
soûlé,VER,0.85,0,0
spahi,NOM,0,1,4
spath,NOM,0.07,1,5
speed,NOM,3.45,1,5
spica,NOM,0.08,1,5
spics,NOM,0.09,0,0
spina,NOM,0.05,1,5
spire,NOM,0.06,1,5
spitz,NOM,0.01,1,4
spoon,NOM,0.31,1,4
spore,NOM,0.01,1,5
sport,NOM,24.61,1,5
spots,NOM,1,0,0
sprat,NOM,0.18,1,5
spray,NOM,2.65,1,5
squat,NOM,1.2,1,5
squaw,NOM,0,1,5
stade,NOM,14.34,1,5
staff,NOM,1.36,1,4
stage,NOM,4.87,1,5
stals,NOM,0,0,0
stand,NOM,5.66,1,5
stars,NOM,10.44,0,0
stase,NOM,1.23,1,4
state,VER,0.57,0,0
steak,NOM,8.15,1,5
stick,NOM,0.54,1,5
stock,NOM,4.23,1,5
stone,ADJ,1.11,1,4
stops,NOM,0.14,0,0
store,NOM,1.35,1,5
stout,NOM,0.45,1,4
strie,NOM,0.05,1,5
strip,NOM,2.44,1,5
strié,VER,0.01,0,5
strié,ADJ,0.03,1,5
stucs,NOM,0.01,0,0
stuka,NOM,0.02,1,4
stups,NOM,2.26,0,5
stups,ADJ,0.08,1,5
style,NOM,31.08,1,5
style,VER,0.18,0,5
stylo,NOM,15.34,1,5
stylé,VER,0.02,0,5
stylé,ADJ,0.11,1,5
stèle,NOM,0.31,1,4
stère,NOM,0.01,1,4
sténo,NOM,0.8,1,5
suais,VER,0.07,0,0
suait,VER,0.04,0,0
suant,ADJ,0.2,1,4
suant,VER,0.05,0,4
suave,ADJ,0.94,1,5
suber,NOM,0.01,1,4
subie,VER,0.1,0,0
subir,VER,10.64,1,5
subis,VER,1.59,0,0
subit,VER,2.07,0,5
subit,ADJ,1.35,1,5
subît,VER,0,0,0
sucer,VER,9.68,1,5
suces,VER,0.94,0,0
sucez,VER,0.39,0,0
sucra,VER,0,0,0
sucre,NOM,30.57,1,5
sucre,VER,0.17,0,5
sucré,VER,0.95,0,5
sucré,ADJ,2.19,1,5
sucré,NOM,0.67,1,5
sucée,VER,0.12,0,0
sucés,VER,0.06,0,0
suent,VER,0.23,0,0
sueur,NOM,10.27,1,4
suffi,VER,4.52,0,0
suies,NOM,0,0,0
suint,NOM,0,1,5
suite,NOM,274.18,1,5
suive,VER,4.09,0,0
suivi,ADJ,1.56,1,5
suivi,NOM,1.64,1,5
suivi,VER,34.99,0,5
sujet,ADJ,2.55,1,5
sujet,NOM,107.92,1,5
sulky,NOM,0.14,1,4
sumac,NOM,0.13,1,4
sunna,NOM,0.02,1,5
suons,VER,0.02,0,0
super,ADJ,154.83,1,5
super,NOM,71.48,1,5
supin,NOM,0,1,5
supra,ADV,0.26,1,5
surah,NOM,0,1,5
sures,ADJ,0.25,0,0
suret,ADJ,0,1,5
surfe,VER,3.15,0,0
surfé,VER,0.28,0,0
surgi,VER,2.79,0,0
surgé,NOM,0.01,1,5
surie,ADJ,0.01,0,0
surin,NOM,0.66,1,5
surir,VER,0,1,5
surit,VER,0,0,0
sushi,NOM,2.03,1,4
susse,VER,0,0,0
sutra,NOM,0.2,1,4
suçon,NOM,0.89,1,5
suède,NOM,0,1,3
suées,NOM,0.02,0,0
swing,NOM,0,1,5
sylve,NOM,0,1,5
sympa,ADJ,77.46,1,5
syrah,NOM,0.09,1,4
sèche,ADJ,8.72,0,0
sèche,VER,4.43,0,0
sèmes,VER,0.32,0,0
sèves,NOM,0,0,0
séant,ADJ,0.03,1,5
séant,NOM,0.04,1,5
sébum,NOM,0,1,4
sécha,VER,0.01,0,0
séché,VER,3.68,0,0
sécot,NOM,0,1,5
séide,NOM,0.01,1,4
sénat,NOM,1.38,1,5
sénés,NOM,0,0,0
sépia,NOM,0.02,1,4
sérac,NOM,0.21,1,5
série,NOM,33.34,1,5
sérum,NOM,4,1,4
séton,NOM,0,1,3
sévir,VER,0.75,1,5
sévit,VER,1.33,0,0
sévît,VER,0,0,0
sûmes,VER,0,0,0
sûres,ADJ,2.47,0,0
tabac,NOM,15.7,1,5
tabla,NOM,0.01,1,5
tabla,VER,0.01,0,5
table,NOM,111.44,1,5
table,VER,0.54,0,5
tablé,VER,0,0,0
tabor,NOM,0,1,5
tabou,ADJ,0.78,1,5
tabou,NOM,0.54,1,5
tabès,NOM,0,1,4
tache,NOM,12.61,1,5
tache,VER,0.89,0,5
taché,VER,1.7,0,0
tacle,NOM,0.38,1,5
tacon,NOM,0,1,5
tacos,NOM,1.01,0,0
tacot,NOM,1.25,1,5
taffe,NOM,2.02,1,5
tafia,NOM,0.01,1,4
tague,VER,0.06,0,0
taies,NOM,0.16,0,0
taira,VER,0.22,0,0
taire,VER,31.81,1,4
taise,VER,1.51,0,0
talas,NOM,0,0,0
taler,VER,0,1,5
talle,NOM,0,1,5
talon,NOM,4.03,1,5
talus,NOM,0.69,1,5
talée,VER,0,0,0
talée,ADJ,0,0,0
talés,ADJ,0.14,0,0
tamia,NOM,0.04,1,5
tamis,NOM,0.53,1,5
tance,VER,0,0,0
tancé,VER,0,0,0
tango,ADJ,1.94,1,5
tango,NOM,5.58,1,5
tanin,NOM,0.05,1,5
tanka,NOM,0,1,5
tanks,NOM,4.62,0,0
tanna,VER,0.45,0,0
tanne,NOM,0.48,1,5
tanné,VER,0.7,0,5
tanné,ADJ,0.03,1,5
tante,NOM,70.69,1,5
taons,NOM,0.72,0,0
tapai,VER,0,0,0
tapas,NOM,0.15,0,0
tapas,VER,0.01,0,0
taper,VER,19.15,1,5
tapes,NOM,0,0,0
tapes,NOM,0.23,0,0
tapes,VER,3.17,0,0
tapez,VER,2.83,0,0
tapie,ADJ,0.02,0,0
tapie,VER,0.22,0,0
tapin,NOM,2.25,1,5
tapir,NOM,0.13,1,5
tapir,VER,0.01,1,5
tapis,VER,0.32,0,5
tapis,NOM,20.13,1,5
tapit,VER,0.06,0,0
tapée,VER,0.92,0,5
tapée,ADJ,0.01,0,5
tapée,NOM,0.03,1,5
tapés,VER,0.1,0,0
tapés,ADJ,0.14,0,0
tarda,VER,0.17,0,0
tarde,VER,4.63,0,0
tardé,VER,2.08,0,0
tares,NOM,0.49,0,0
tares,VER,0.1,0,0
taret,NOM,0,1,5
targe,NOM,0.4,1,5
tarie,ADJ,0.02,0,0
tarie,VER,0.69,0,0
tarif,NOM,4.58,1,5
tarin,NOM,0.1,1,5
tarir,VER,0.05,1,5
taris,ADJ,0,0,0
taris,VER,0.01,0,0
tarit,VER,0.62,0,0
tarot,NOM,0.37,1,5
tarpé,NOM,0.32,1,5
tarse,NOM,0.02,1,5
tarte,ADJ,1.11,1,5
tarte,NOM,10.41,1,5
tarée,VER,0.98,0,0
tarée,ADJ,1.45,0,0
tarés,VER,0.49,0,0
tarés,ADJ,0.38,0,0
tarés,NOM,3.53,0,0
tassa,VER,0,0,0
tasse,NOM,18.52,1,5
tasse,VER,0.66,0,5
tassé,VER,0.41,0,5
tassé,ADJ,0.14,1,5
tatar,ADJ,0,1,5
tatar,NOM,0.01,1,5
tatas,NOM,0.04,0,0
tatin,NOM,0.03,1,5
tatou,NOM,0.46,1,5
taube,NOM,0.07,1,4
taule,NOM,26.92,1,5
taupe,ADJ,0.29,1,5
taupe,NOM,5.42,1,5
taupé,ADJ,0.01,1,5
taure,NOM,0,1,5
tavel,NOM,0.03,1,5
taxer,VER,0.83,1,5
taxes,NOM,2.49,0,0
taxes,VER,0.19,0,0
taxez,VER,0.01,0,0
taxis,NOM,4.35,0,0
taxée,VER,0.1,0,0
taxée,ADJ,0,0,0
taxés,VER,0.03,0,0
taxés,ADJ,0.05,0,0
taïga,NOM,1.5,1,4
tchao,ONO,2.25,1,5
teams,NOM,0.16,0,0
teins,VER,0.74,0,0
teint,VER,0.94,0,5
teint,ADJ,0.35,1,5
teint,NOM,4.84,1,5
telle,ADJ:ind,48.77,1,5
telle,PRO:ind,2.01,1,5
tempe,NOM,2.23,1,5
tempi,NOM,0,0,0
tempo,NOM,1.38,1,5
temps,NOM,1031.05,1,5
tende,VER,0.42,0,0
tends,VER,3.46,0,0
tendu,VER,6.24,0,5
tendu,ADJ,4.5,1,5
tenez,VER,99.49,0,0
tenir,VER,82.83,1,4
tenon,NOM,0.16,1,4
tenta,VER,1,0,0
tente,NOM,14.4,1,5
tente,VER,16.94,0,5
tenté,VER,21.7,0,5
tenté,ADJ,0.86,1,5
tenue,VER,3.04,0,5
tenue,ADJ,1.28,0,5
tenue,NOM,19.64,1,5
tenus,VER,1.39,0,0
tenus,ADJ,0.22,0,0
terce,VER,0,0,0
terme,NOM,25.72,1,5
terne,ADJ,1.36,1,5
terni,ADJ,0.05,1,5
terni,VER,0.35,0,5
terra,VER,0.9,0,0
terre,NOM,276.29,1,5
terre,VER,0.27,0,5
terri,NOM,0.43,1,5
terri,VER,0.04,0,5
terré,VER,0.42,0,0
tesla,NOM,0.02,1,4
testa,VER,0.21,0,0
teste,NOM,0.01,1,5
teste,VER,2.76,0,5
tests,NOM,20.5,0,0
testu,NOM,0,1,5
testé,VER,3.88,0,0
tette,NOM,0.14,1,3
texan,ADJ,0.46,1,4
texan,NOM,0.47,1,4
texte,NOM,16.22,1,5
texto,ADV,0.45,1,5
thaïe,ADJ,0.16,0,0
thaïs,ADJ,0.29,0,0
thons,NOM,0.23,0,0
thugs,NOM,0.32,0,0
thune,NOM,3.52,1,4
thuya,NOM,0,1,4
thème,NOM,15.49,1,4
thèse,NOM,10.22,1,4
thêta,NOM,0.21,1,3
tiama,NOM,0.17,1,4
tiare,NOM,0.5,1,5
tiaré,NOM,0,1,5
tibia,NOM,2.02,1,5
tiens,VER,110.63,0,5
tiens,NOM,12.98,0,5
tiens,ADJ:pos,3.35,1,5
tiens,ONO,212.99,1,5
tiens,PRO:pos,9.98,1,5
tient,VER,78.32,0,0
tiers,ADJ,0.47,1,5
tiers,NOM,6.18,1,5
tiges,NOM,0,0,0
tiges,NOM,1.34,0,0
tigre,NOM,11.14,1,5
tigré,VER,0.02,0,5
tigré,ADJ,0.01,1,5
tille,NOM,0.12,1,5
tilts,NOM,0,0,0
timon,NOM,0.1,1,5
tinta,VER,0,0,0
tinte,VER,0.39,0,0
tinté,VER,0,0,0
tinée,NOM,0,1,4
tipis,NOM,0.04,0,0
tiqua,VER,0,0,0
tique,NOM,0.72,1,5
tique,VER,0.04,0,5
tiqué,VER,0.08,0,0
tirai,VER,0.23,0,0
tiras,VER,0,0,0
tirer,VER,113.71,1,5
tires,NOM,0.38,0,0
tires,VER,11.7,0,0
tiret,NOM,0.2,1,5
tirez,VER,45.9,0,0
tirât,VER,0,0,0
tirée,VER,6.45,0,5
tirée,ADJ,0.24,0,5
tirée,NOM,0.1,1,5
tirés,VER,4.11,0,0
tirés,ADJ,0.66,0,0
tiser,VER,0.28,1,4
tison,NOM,0.13,1,5
tissa,VER,0.06,0,0
tisse,VER,0.87,0,0
tissu,ADJ,0.6,1,5
tissu,NOM,9.21,1,5
tissé,VER,0.73,0,5
tissé,ADJ,0,1,5
titan,NOM,1.06,1,5
titis,NOM,0,0,0
titra,VER,1.1,0,0
titre,NOM,32.4,1,5
titre,VER,0.4,0,5
titré,VER,0.13,0,5
titré,ADJ,0.28,1,5
tiède,ADJ,3.35,1,5
tiédi,VER,0,0,0
toast,NOM,13.73,1,5
toges,NOM,0.16,0,0
toile,NOM,11.75,1,5
toilé,VER,0,0,0
toisa,VER,0.01,0,0
toise,NOM,0.02,1,5
toise,VER,0.04,0,5
toisé,VER,0.01,0,0
toits,NOM,6.37,0,0
tokay,NOM,0,1,5
tolar,NOM,0.08,1,4
tolet,NOM,0.01,1,4
tollé,NOM,0.19,1,4
toman,NOM,0.27,1,5
tomba,VER,4.17,0,0
tombe,NOM,41.33,1,5
tombe,VER,66.39,0,5
tombé,VER,62.89,0,5
tombé,ADJ,1.88,1,5
tomes,NOM,0.21,0,0
tomme,NOM,0.07,1,5
tommy,NOM,0.11,1,5
tonal,ADJ,0.02,1,5
tonde,VER,0.03,0,0
tonds,VER,0.13,0,0
tondu,VER,0.28,0,5
tondu,ADJ,0.51,1,5
toner,NOM,0.07,1,4
tongs,NOM,0.61,0,0
tonic,NOM,1.93,1,5
tonie,NOM,0.02,1,5
tonka,NOM,0.03,1,5
tonna,VER,0.14,0,0
tonne,NOM,4.48,1,5
tonne,VER,1.24,0,5
tonné,VER,0.2,0,0
tonte,NOM,0.17,1,5
tonus,NOM,0.34,1,4
toper,VER,0.04,1,5
topez,VER,0.18,0,0
topos,NOM,0.01,0,0
topés,VER,0.01,0,0
toqua,VER,0.1,0,0
toque,NOM,0.65,1,5
toque,VER,0,0,5
toqué,VER,0.72,0,5
toqué,ADJ,0.41,1,5
torde,VER,0.26,0,0
tords,VER,1.17,0,0
tordu,VER,2.84,0,5
tordu,ADJ,4.1,1,5
tores,NOM,0.1,0,0
toril,NOM,0,1,5
torse,ADJ,0.39,0,5
torse,NOM,3.75,1,5
torts,NOM,3.08,0,0
tortu,ADJ,0,1,5
torve,ADJ,0.02,1,4
torée,VER,0.01,0,0
tossé,VER,0,0,0
total,ADJ,9.29,1,5
total,NOM,3.66,1,5
totem,NOM,1.27,1,4
toton,NOM,0.14,1,5
totos,NOM,0.04,0,0
touer,VER,0.02,1,5
toues,NOM,0,0,0
tours,NOM,18.26,0,0
toute,ADJ,441.79,0,5
toute,ADJ:ind,118.32,1,5
toute,PRO:ind,8.34,1,5
touts,NOM,0.1,0,0
trace,NOM,29.2,1,5
trace,VER,2.79,0,5
tracs,NOM,0.26,0,0
tract,NOM,0.41,1,5
tracé,VER,2.22,0,5
tracé,NOM,1.03,1,5
trahi,ADJ,1.01,1,5
trahi,VER,16.18,0,5
traie,VER,0.27,0,0
train,NOM,244.4,1,5
trais,VER,0.35,0,0
trait,VER,1.18,0,5
trait,ADJ,0.23,1,5
trait,NOM,7.83,1,5
trame,NOM,0.43,1,5
trame,VER,2.36,0,5
tramp,NOM,0.04,1,5
trams,NOM,0.22,0,0
tramé,VER,0.06,0,0
trans,ADJ,0.09,1,5
trans,ADV,0.16,1,5
trapu,ADJ,0.39,1,5
trave,NOM,0.02,1,5
traça,VER,0,0,0
trial,NOM,0.04,1,5
trias,NOM,0.01,1,5
tribu,NOM,7.96,1,5
trick,NOM,0.35,1,5
tridi,NOM,0,1,5
trier,VER,1.08,1,5
triez,VER,0.18,0,0
trime,VER,1.17,0,0
trimé,VER,1,0,0
trine,ADJ,0.04,0,0
trios,NOM,0.44,0,0
tripe,NOM,0.36,1,5
trips,NOM,0.26,0,0
triée,VER,0.11,0,0
triés,VER,0.33,0,0
trocs,NOM,0,0,0
trois,ADJ:num,380.8,1,5
troll,NOM,0.96,1,5
tronc,NOM,4.84,1,5
trope,NOM,0,1,5
trots,NOM,0.01,0,0
troua,VER,0,0,0
troue,VER,1.3,0,0
trous,NOM,15.4,0,0
troué,VER,0.89,0,5
troué,ADJ,0.26,1,5
truck,NOM,0.35,1,5
trucs,NOM,106.41,0,0
truie,NOM,3.16,1,5
trust,NOM,1.11,1,5
trèpe,NOM,0,1,4
tréma,NOM,0.02,1,5
trêve,NOM,6.68,1,3
trôna,VER,0,0,0
trône,NOM,13.99,1,5
trône,VER,0.08,0,5
trôné,VER,0,0,0
tsars,NOM,0.38,0,0
tuais,VER,1.89,0,0
tuait,VER,4.77,0,0
tuant,ADJ,0.73,1,3
tuant,VER,6.42,0,3
tubas,NOM,0.06,0,0
tuber,VER,0.01,1,5
tubes,NOM,5.24,0,0
tuent,VER,14.08,0,0
tuera,VER,19.27,0,0
tueur,NOM,52.42,1,5
tuiez,VER,1.06,0,0
tuile,NOM,1.28,1,5
tulle,NOM,0.19,1,4
tuner,NOM,0.06,1,5
tunes,NOM,0.38,0,0
tuons,VER,2.27,0,0
tuque,NOM,0,1,3
turbo,NOM,1.03,1,5
turbé,NOM,0,1,5
turco,NOM,0.61,1,5
turcs,ADJ,0.56,0,0
turcs,NOM,0.2,0,0
turfs,NOM,0,0,0
turlu,NOM,0.01,1,5
turne,NOM,0.56,1,5
tutus,NOM,0.09,0,0
tuyau,NOM,17.51,1,5
tuées,VER,3.15,0,0
tuées,ADJ,0.38,0,0
tuées,NOM,0.23,0,0
tweed,NOM,0,1,3
twill,NOM,0,1,4
twist,NOM,0,1,5
typer,VER,0.02,1,5
types,NOM,54.23,0,0
typos,NOM,0.02,0,0
typée,ADJ,0.01,0,0
typés,VER,0.01,0,0
typés,ADJ,0,0,0
tyran,NOM,6.17,1,5
tzars,NOM,0,0,0
tâcha,VER,0,0,0
tâche,NOM,25.2,1,5
tâche,VER,0.92,0,5
tâché,VER,0.33,0,0
tâtai,VER,0,0,0
tâter,VER,1.94,1,4
tâtez,VER,0.41,0,0
tâtés,VER,0.01,0,0
télex,NOM,1.18,1,5
télés,NOM,2.06,0,0
ténia,NOM,0.08,1,4
ténor,NOM,1.01,1,4
ténue,ADJ,0.08,0,0
ténus,ADJ,0.01,0,0
téter,VER,0.43,1,5
téton,NOM,1.21,1,4
tétra,NOM,0.01,1,5
tétée,VER,0.01,0,4
tétée,NOM,0.51,1,4
tézig,PRO:per,0,1,5
têtes,NOM,22.74,0,0
têtue,ADJ,2.97,0,0
têtus,ADJ,0.55,0,0
tôles,NOM,0.29,0,0
tûmes,VER,0,0,0
uhlan,NOM,0.14,1,3
ukase,NOM,0.2,1,3
ultra,ADJ,1.59,1,5
ultra,NOM,0.49,1,5
ulula,VER,0,0,0
ulule,VER,0.01,0,0
unies,ADJ,3.46,0,0
unies,VER,0.65,0,0
union,NOM,18.1,1,5
unira,VER,0.45,0,0
unité,NOM,29.29,1,5
untel,NOM,1.03,1,3
urane,NOM,0,1,5
urger,VER,0.01,1,5
urina,VER,0,0,0
urine,NOM,4.63,1,5
urine,VER,0.33,0,5
uriné,VER,0.25,0,0
urnes,NOM,0.74,0,0
urubu,NOM,0,1,4
usage,NOM,13.26,1,5
usagé,ADJ,0.22,1,5
usais,VER,0.02,0,0
usait,VER,0.08,0,0
usant,ADJ,0.39,1,4
usant,VER,0.59,0,4
usent,VER,0.17,0,0
usera,VER,0.34,0,0
usine,NOM,43.51,1,5
usine,VER,0.04,0,5
usiné,VER,0,0,0
usité,ADJ,0,1,4
usons,VER,0.14,0,0
usuel,ADJ,0.04,1,5
usure,NOM,1.77,1,5
usées,VER,0.28,0,0
